"","X","id","itemname","itemtype","datecreated","datedumped","mealtype","actiontaken","actionreason","quantity","quantitytype","locationid"
"22266",23577,25004,"Grill","Menu","2017-12-11 15:36:51","2017-12-08","Breakfast","Composted","Over Production",23,"Pound",18
"22267",23578,25005,"Grill","Menu","2017-12-11 15:36:51","2017-12-08","Breakfast","Composted","Over Production",23,"Pound",18
"22268",23579,25006,"Grill","Menu","2017-12-11 15:36:53","2017-12-08","Breakfast","Composted","Over Production",23,"Pound",18
"22269",23580,25007,"Grill","Menu","2017-12-11 15:36:52","2017-12-08","Breakfast","Composted","Over Production",23,"Pound",18
"22270",23581,25008,"Grill","Menu","2017-12-11 15:36:54","2017-12-08","Breakfast","Composted","Over Production",23,"Pound",18
"22271",23582,25009,"Post Consumer","Menu","2017-12-11 16:12:45","2017-12-08","Breakfast","Composted","Over Production",23,"Pound",18
"22272",23583,25010,"Post Consumer","Menu","2017-12-11 16:12:50","2017-12-08","Breakfast","Composted","Over Production",23,"Pound",18
"22274",23585,25012,"Deli","Menu","2017-12-11 17:21:10","2017-12-08","Breakfast","Composted","Over Production",8.5,"Pound",18
"22275",23586,25013,"Hot Line","Menu","2017-12-11 17:21:37","2017-12-08","Breakfast","Composted","Over Production",26,"Pound",18
"22277",23588,25015,"Catering","Menu","2017-12-11 19:14:12","2017-12-08","Breakfast","Composted","Trim Waste",18,"Pound",18
"22278",23589,25016,"Catering","Menu","2017-12-11 19:14:19","2017-12-08","Breakfast","Composted","Trim Waste",18,"Pound",18
"22279",23590,25017,"Grill","Menu","2017-12-11 19:16:58","2017-12-08","Lunch","Composted","Customer Waste",3,"Pound",18
"22299",23610,25037,"Hot Line","Menu","2017-12-12 00:34:38","2017-12-08","Dinner","Composted","Trim Waste",2,"Pound",18
"22301",23612,25039,"Grill","Menu","2017-12-12 00:34:59","2017-12-08","Dinner","Composted","Trim Waste",9.5,"Pound",18
"22323",23634,25066,"Post Consumer","Menu","2017-12-12 15:55:11","2017-12-08","Dinner","Composted","Trim Waste",20,"Pound",18
"22324",23635,25067,"Grill","Menu","2017-12-12 16:12:12","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22325",23636,25068,"Grill","Menu","2017-12-12 16:12:14","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22326",23637,25069,"Grill","Menu","2017-12-12 16:12:16","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22327",23638,25070,"Grill","Menu","2017-12-12 16:12:15","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22328",23639,25071,"Grill","Menu","2017-12-12 16:12:14","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22329",23640,25072,"Grill","Menu","2017-12-12 16:12:16","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22330",23641,25073,"Grill","Menu","2017-12-12 16:12:17","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22331",23642,25074,"Grill","Menu","2017-12-12 16:12:19","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22332",23643,25075,"Grill","Menu","2017-12-12 16:12:21","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22333",23644,25076,"Grill","Menu","2017-12-12 16:12:22","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22334",23645,25077,"Grill","Menu","2017-12-12 16:12:23","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22335",23646,25078,"Grill","Menu","2017-12-12 16:12:23","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22336",23647,25079,"Grill","Menu","2017-12-12 16:12:23","2017-12-08","Breakfast","Composted","Customer Waste",11,"Pound",18
"22344",23655,25087,"Catering","Menu","2017-12-12 19:06:04","2017-12-08","Breakfast","Composted","Trim Waste",10.2,"Pound",18
"22345",23656,25088,"Salad","Menu","2017-12-12 19:15:15","2017-12-08","Breakfast","Composted","Trim Waste",14,"Pound",18
"22346",23657,25089,"Salad","Menu","2017-12-12 19:15:17","2017-12-08","Breakfast","Composted","Trim Waste",14,"Pound",18
"22347",23658,25090,"Salad","Menu","2017-12-12 19:15:24","2017-12-08","Breakfast","Composted","Trim Waste",14,"Pound",18
"22348",23659,25091,"Hot Line","Menu","2017-12-12 19:17:16","2017-12-12","Dinner","Discarded","Trim Waste",11.5,"Pound",18
"22364",23675,25107,"Grill","Menu","2017-12-13 19:11:14","2017-12-12","Lunch","Composted","Customer Waste",20.2,"Pound",18
"22371",23682,25114,"Grill","Menu","2017-12-13 21:54:55","2017-12-12","Lunch","Composted","Trim Waste",10,"Pound",18
"22391",23702,25134,"Grill","Menu","2017-12-14 15:21:21","2017-12-14","Breakfast","Discarded","Over Production",41,"Pound",18
"22392",23703,25135,"Grill","Menu","2017-12-14 15:21:23","2017-12-14","Breakfast","Discarded","Over Production",41,"Pound",18
"22393",23704,25136,"Grill","Menu","2017-12-14 15:21:29","2017-12-14","Breakfast","Composted","Over Production",41,"Pound",18
